rank,company,city,state,industry,employees,score,tier,aide_target,angle,intent_topics,description,acct_num,score_intent,score_industry,score_ai,score_emp,score_acct
374,Edgerton Hospital and Health Services,Edgerton,Wisconsin,Hospitals & Physicians Clinics,167,15,C-Tier,,AI Infrastructure,,"Edgerton Hospital is a local, independent health system that provides a comprehensive range of healthcare services including acute care, emergency care, rehabilitation, and specialty services. The hospital operates multiple clinics and urgent care facilities, offering services such as cardiac rehabilitation, mental health support, and telemedicine. Their intended clients include individuals seeking various medical treatments, from primary care to specialized services. Edgerton Hospital is committed to community health and wellness, providing resources and support for patients and their families.",52598422,0,8,0,2,5
375,Fortress Bank,Peoria,Illinois,Finance,222,15,C-Tier,,Data Protection,,"Fortress Bank offers comprehensive financial solutions for both personal and business needs across its nine banking centers in Illinois and Iowa. The bank provides services including personal checking accounts, consumer loans, and a range of business banking options such as commercial real estate financing and agricultural loans. Fortress Bank also features innovative programs like the Bank Tank Contest, allowing businesses to pitch ideas for funding, and a Business Club for entrepreneurial networking. With a commitment to supporting the community, Fortress Bank is dedicated to helping clients navigate their financial journeys and achieve their goals.",435485159,0,8,0,2,5
376,Gsf Mortgage Corp.,Brookfield,Wisconsin,Finance,243,15,C-Tier,,Data Protection,,"Discover competitive rates and discounts. GSF Mortgage is a full-service lender with a focus on Home Purchase, Refinance, Construction, and Renovation loans.",16859197,0,8,0,2,5
377,Henricksen,Itasca,Illinois,Retail,260,15,C-Tier,YES,Default,Enterprise Contact Center; Environmental Regulations; Big Data Software,"Founded in 1962 and headquartered in Itasca, Illinois, Henricksen & Company Inc is a company that handles contract furniture needs from product design specifications and standards program development to installation and national account services.",28133079,6,0,2,2,5
378,Henricksen & Company Inc.,Itasca,Illinois,Retail,260,15,C-Tier,YES,Default,Enterprise Contact Center; Environmental Regulations; Big Data Software,"Founded in 1962 and headquartered in Itasca, Illinois, Henricksen & Company Inc is a company that handles contract furniture needs from product design specifications and standards program development to installation and national account services.",28133079,6,0,2,2,5
379,ILLINOIS EYE CENTER,Peoria,Illinois,Hospitals & Physicians Clinics,343,15,C-Tier,,AI Infrastructure,,"Illinois Eye Center's eye care services include routine eye exams, LASIK eye surgery, Cataract procedures & more. Peoria & Washington, IL offices.",18809438,0,8,0,2,5
380,Intl Union of Operating Engineers - Local 150,Countryside,Illinois,Organizations,134,15,C-Tier,YES,Default,Environmental Regulations; Big Data Software,"The International Union of Operating Engineers Local 150 represents approximately 23,000 men and women in construction and related industries across Northern Illinois, Northern Indiana, and parts of Southeastern Iowa. The union provides various services including training programs, benefits, and support for its members. It is dedicated to advocating for workers' rights and improving working conditions in the construction sector. IUOE Local 150 also engages in community events and legal actions to protect its members' interests.",1119806856,4,0,4,2,5
381,Ladd Memorial Hospital Inc.,Scandia,Minnesota,Hospitals & Physicians Clinics,208,15,C-Tier,,AI Infrastructure,,"Ladd Memorial Hospital is a company that operates in the Medical & Surgical Hospitals industry. It employs 100to249 people and has 10Mto25M of revenue. The company is headquartered in Scandia, Minnesota.",1308224101,0,8,0,2,5
382,O E C Graphics Inc.,Oshkosh,Wisconsin,Business Services,266,15,C-Tier,,Default,,"OEC Graphics, Inc. is a full service integrated premedia company. It offers brand design, language & strategy, in-store messaging, pre-media, workflow management, color management, coating plates, photopolymer plates & seamex sleeves, pressroom audits, and technical support. It was founded in 1912 and is headquartered in Oshkosh, Wisconsin.",1141600529,0,8,0,2,5
383,Olin Community Credit Union,Bethalto,Illinois,Finance,164,15,C-Tier,,Data Protection,,"1st MidAmerica Credit Union offers a range of financial products and services including savings accounts, loans, and retirement services. Their offerings cater to both individual and business clients, providing options such as vehicle loans, home equity loans, and business checking accounts. The credit union emphasizes member benefits, financial wellness, and community support. They also provide modern banking solutions like mobile and online banking, as well as video banking services.",1117130331,0,8,0,2,5
384,Royal Bank Inc.,Elroy,Wisconsin,Finance,150,15,C-Tier,,Data Protection,,"At Royal Bank, the company's goal is to make every effort to help you achieve your dreams at every stage of your life. As your hometown bank, the company's strong and active commitment to the company's customers and the local community is a constant. The company is made up of a team of financial professionals dedicated to developing a personal relationship with you. When you bank with the company, you can look forward to friendly and courteous service, where you're greeted on a first-name basis with a smile. The company want to exceed your expectations by guaranteeing superior service at a bank you can trust. You work hard enough to earn your money every day; banking should be the easy part. When you bank with the company, you are the company's number one priority. The company promise to treat you and your account with the care and quality you deserve.",109986196,0,8,0,2,5
385,Salem Township Hospital,Salem,Illinois,Hospitals & Physicians Clinics,302,15,C-Tier,,AI Infrastructure,,"Salem Township Hospital is dedicated to providing excellent health care and promoting wellness in the Salem, Illinois community through compassionate care and personalized service. The hospital offers a wide range of services including emergency care, outpatient clinics, and specialty services such as cardiopulmonary rehabilitation and surgery. Their intended clients include local residents seeking comprehensive medical care and support. Additionally, the hospital emphasizes community outreach and education to enhance overall health and wellness.",83984694,0,8,0,2,5
386,Signature Bank NA,Toledo,Ohio,Finance,127,15,C-Tier,,Data Protection,,"Signature Bank, N.A. is a commercial bank. They specializes in business checking, online banking, real estate loans, investment savings accounts, foreign currency, home improvement loans, etc. The company was founded in 2002 and is based in Toledo, Ohio.",108937400,0,8,0,2,5
387,Strive Group LLC,Anchorage,Alaska,Business Services,464,15,C-Tier,,Default,,The STRIVE Group enables ideas - investing in the intentional journey of leadership discovery - sharing openly to accelerate and inspire change. The STRIVE Group enables ideas - investing in the intentional journey of leadership discovery - sharing openly to accelerate and inspire change. The STRIVE Group enables ideas - investing in the intentional journey of leadership discovery - sharing openly to accelerate and inspire change.,400822216,0,8,0,2,5
388,Ada S Mckinley Community Services Inc.,Chicago,Illinois,Organizations,585,14,C-Tier,YES,Default,Enterprise Resource Planning; Capacity Planning,"Ada S. McKinley Community Services is dedicated to empowering, educating, and employing individuals to enhance lives and strengthen communities. Serving over 10,000 people annually across more than 70 locations, primarily in Illinois, the organization offers a range of services including child development, employment support, and mental health counseling. They provide essential resources such as college counseling, financial aid assistance, and job placement to help individuals achieve self-sufficiency. With a commitment to community investment, Ada S. McKinley has successfully placed over 75,000 individuals in colleges and universities and provided thousands of jobs and mental health interventions.",1182098,4,0,2,3,5
389,Advanced Hro Solutions Inc.,Appleton,Wisconsin,Business Services,9,14,C-Tier,,Default,,"Advanced Hro Solutions Inc is a company that operates in the Custom Software & IT Services industry. It employs 5to9 people and has 1Mto5M of revenue. The company is headquartered in Appleton, Wisconsin.",1260244509,0,8,0,1,5
390,Assisted Living Concepts Inc.,Milwaukee,Wisconsin,Healthcare Services,6,14,C-Tier,,AI Infrastructure,,"Assisted Living Concepts, Inc. operates licensed assisted living and senior living facilities across the United States. The company is currently involved in a class action lawsuit concerning alleged misrepresentations and omissions in their SEC filings related to compliance with occupancy and operating covenants. The lawsuit has resulted in a proposed settlement of $12 million for affected investors. The intended clients are individuals who purchased or acquired the company's publicly-traded Class A common stock during the specified class period.",404589013,0,8,0,1,5
391,Bernardin Lochmueller & Associates Inc.,Evansville,Indiana,Business Services,7,14,C-Tier,,Default,,"Bernardin Lochmueller Associates Inc is a company that operates in the HR & Staffing industry. It employs 5to9 people and has 500Kto1M of revenue. The company is headquartered in Evansville, Indiana.",1294594288,0,8,0,1,5
392,BuySellAds.com Inc.,Boston,Massachusetts,Business Services,35,14,C-Tier,,Default,,"BuySellAds transformed the way advertising was transacted online with the introduction of its Marketplace in 2008. BuySellAds's five advertising technology platforms - Marketplace, Carbon Ads, Syndicate, Launchbit, and Self-Serve Direct - provides advertisers with direct access to the industry's top performing inventory. The company's platforms empower both advertisers and publishers by bridging the ad tech divide. Today, the company works with more than 12,000 advertisers and help them connect with the internet's most passionate audiences.",347940259,0,8,0,1,5
393,F S Bancorp,Lagrange,Indiana,Business Services,3,14,C-Tier,,Default,,"F S Bancorp is a company that operates in the Information & Document Management industry. It employs 1to4 people and has under500K of revenue. The company is headquartered in Lagrange, Indiana.",1265691918,0,8,0,1,5
394,Farmers & Merchants Union Bank,Columbus,Wisconsin,Finance,71,14,C-Tier,,Data Protection,,"Farmers & Merchants Union Bank is a company that operates in the Banking industry. It employs 50to99 people and has 25Mto50M of revenue. The company is headquartered in Columbus, Wisconsin.",43797582,0,8,0,1,5
395,Financial Graphic Service Inc.,Chicago,Illinois,Business Services,21,14,C-Tier,,Default,,"Financial Graphic Service Inc is a company that operates in the Multimedia & Graphic Design industry. It employs 20to49 people and has 1Mto5M of revenue. The company is headquartered in Chicago, Illinois.",1174763551,0,8,0,1,5
396,First State Bank of Illinois,Macomb,Illinois,Finance,78,14,C-Tier,,Data Protection,,"First State Bank of Western Illinois is a company that operates in the Banking industry. It employs 50to99 people and has 50Mto100M of revenue. The company is headquartered in Macomb, Illinois.",40163242,0,8,0,1,5
397,Fort Financial Federal Credit Union,Fort Wayne,Indiana,Finance,5,14,C-Tier,,Data Protection,,"Fort Financial Federal Credit Union is a company that operates in the Banking industry. It employs 5to9 people and has 1Mto5M of revenue. The company is headquartered in Fort Wayne, Indiana.",1257771801,0,8,0,1,5
398,H. O. Wolding Inc.,,,Business Services,12,14,C-Tier,,Default,,H O Wolding Inc is a company that operates in the Information & Document Management industry. It employs 10to19 people and has 1Mto5M of revenue.,1308873059,0,8,0,1,5
399,Illinois Hospital Association,,,Hospitals & Physicians Clinics,37,14,C-Tier,,AI Infrastructure,,Illinois Hospital Association is a company that operates in the Medical & Surgical Hospitals industry. It employs 20to49 people and has 5Mto10M of revenue.,348452996,0,8,0,1,5
400,Jbs United Inc.,Sheridan,Indiana,Healthcare Services,59,14,C-Tier,,AI Infrastructure,,"JBS United was founded in 1956. This company provides research-based solutions for agriculture and animals. Their headquarters are located in Sheridan, Indiana.",99337085,0,8,0,1,5
401,Lawrence Ragan Communications Inc.,Chicago,Illinois,Business Services,14,14,C-Tier,,Default,,"Lawrence Ragan Communications Inc is a company that operates in the Advertising & Marketing industry. It employs 10to19 people and has 1Mto5M of revenue. The company is headquartered in Chicago, Illinois.",1201170783,0,8,0,1,5
402,North Central Management Inc.,Fort Worth,Texas,Business Services,21,14,C-Tier,,Default,,"North Central Management LLC is a company that operates in the HR & Staffing industry. It employs 20to49 people and has 1Mto5M of revenue. The company is headquartered in Fort Worth, Texas.",1302108758,0,8,0,1,5
403,Northshore Health Center,Christiansted,Vi,Hospitals & Physicians Clinics,52,14,C-Tier,,AI Infrastructure,,"Northshore Health Center is a company that operates in the Medical Specialists industry. It employs 50to99 people and has 5Mto10M of revenue. The company is headquartered in Christiansted, Vi, U.S. Virgin Islands.",1324722284,0,8,0,1,5
404,ONE ACRE FUND,New York City,New York,Organizations,8290,14,C-Tier,YES,Default,,"One Acre Fund is a nonprofit organization which serves smallholder farmers across sub-Saharan regions of Africa. They offer a bundle of services to help farmers to solve the problems they face and eliminate hunger in their regions, by giving asset-based loans, training farmers on modern agricultural techniques, and offering crop storage solutions as well as education on market fluctuations to aid in planning. The group is headquartered in Kakamega, Kenya and has offices in countries across Africa.",103139808,0,0,4,5,5
405,Rising Star Casino Resort,Rising Sun,Indiana,Hospitality,27,14,C-Tier,YES,AI Infrastructure,Artificial Intelligence,"Rising Star Casino offers a variety of gaming options including slots and table games, along with a range of amenities such as dining and a golf course. The casino features daily and monthly promotions to enhance the gaming experience for its visitors. It caters to clients looking for entertainment, dining, and recreational activities in a casino setting. Located in Rising Sun, Indiana, it provides a comprehensive experience for both casual visitors and serious gamers.",356014735,6,0,2,1,5
406,Server Central Network,Chicago,Illinois,Business Services,95,14,C-Tier,,Default,,"ServerCentral is a managed IT infrastructure solutions provider. Since 2000, leading technology, finance, healthcare, and e-commerce firms have chosen ServerCentral to design and manage their mission-critical IT infrastructure in data centers across North America, Europe, and Asia. Whether it's colocation, managed services, or a cloud, ServerCentral designs the optimal solution for each client.",107610515,0,8,0,1,5
407,Smile Obsession,Glenview,Illinois,Hospitals & Physicians Clinics,95,14,C-Tier,,AI Infrastructure,,"Smile Obsession is a general, family, cosmetic, and multi-specialty dental practice in Glenview IL servicing Glenview, Naperville, Wheaton, Morton Grove, Northbrook, Park Ridge, Lisle, Aurora, Downers Grove, Woodridge, Downers Grove, Lombard, Carol Stream, and other neighborhoods. Founded on the premise that dentistry can be beautiful and enjoyable the company delivers on that by providing a new kind of patient experience. With the feel of something more like the local spa than a medical facility, the company provides a warm, welcoming, and relaxing environment complete with the company's friendly staff who are here to help you achieve the best smile possible. Cosmetic and general dentistry has come a long way over the years thanks to advancements in science and technology. Using state-of-the art tools and combining them with the comforts of life, at Smile Obsession, the company is able to provide each patient with a relaxing dental experience like no other, no matter what dental service brings them to the company. Smile Obsession's team is made up of general dentists and dental specialists making it a full service dental practice.",479460896,0,8,0,1,5
408,The H Group B B T Inc.,West Frankfort,Illinois,Business Services,4,14,C-Tier,,Default,,"The H Group B B T Inc is a company that operates in the Information & Document Management industry. It employs 1to4 people and has under500K of revenue. The company is headquartered in West Frankfort, Illinois.",1279928532,0,8,0,1,5
409,Transparent Dental Group,Oakbrook Terrace,Illinois,Hospitals & Physicians Clinics,18,14,C-Tier,,AI Infrastructure,,"Transparent Dental Group LLC is a company that operates in the Dental Offices industry. It employs 10to19 people and has 500Kto1M of revenue. The company is headquartered in Oakbrook Terrace, Illinois.",1330433052,0,8,0,1,5
410,Westshore Companies Inc.,Gallatin,Missouri,Business Services,22,14,C-Tier,,Default,,"Westshore Companies Inc is a company that operates in the Information & Document Management industry. It employs 20to49 people and has 1Mto5M of revenue. The company is headquartered in Gallatin, Missouri.",1125868575,0,8,0,1,5
411,Children's Bureau,Los Angeles,California,Organizations,318,13,C-Tier,YES,Default,GitHub; Environmental Regulations,"All For Kids is a non-profit organization based in California that focuses on the prevention, treatment, and welfare of child abuse and neglect for at-risk families in Los Angeles and Orange Counties. They provide a range of services including parenting support, behavioral health services, and foster-adopt assistance. Their mission emphasizes nurturing child well-being through collaboration and education, aiming to create a safe environment for every child. By connecting families with tailored resources and community support, All For Kids strives to empower parents and promote children's development.",18581499,4,0,2,2,5
412,Fraley & Schilling Inc.,Rushville,Indiana,Transportation,378,13,C-Tier,YES,Default,Environmental Regulations; Advanced Threat Protection (ATP),"Since 1955, Fraley & Schilling has consistently focused on continuous improvement to not only provide a great service, but to give the best of the best drivers the opportunity to join a company on the ""cutting edge"". With that in mind, we exclusively recruit and employ a driver support staff who are not only trained professionals, but also have a genuine appreciation for the life and challenges that are put in front of drivers everyday.",547322914,4,0,2,2,5
413,Hometown America,Chicago,Illinois,Real Estate,392,13,C-Tier,,Default,Backup & Recovery Software; Fraud Protection; Docker,"Founded in 1997, Hometown America is a privately held company that owns and operates manufactured housing communities across the country. Today, we operate more than 66 communities in twelve states. Hometown America is proud to promote SafeHaven National Insurance Agency.",68192661,6,0,0,2,5
414,Rose Acre Farms Inc.,Seymour,Indiana,Agriculture,2362,13,C-Tier,,Default,Amazon Web Services (AWS); Environmental Regulations,"Established in 1939 and headquartered in Seymour, Indiana, Rose Acre Farms provides eggs to local markets and grocery outlets.",91357912,4,0,0,4,5
415,United Way of Central Indiana Inc.,Indianapolis,Indiana,Organizations,121,13,C-Tier,YES,Default,Enterprise Resource Planning; Business Intelligence,"United Way of Central Indiana is a community development organization dedicated to designing, supporting, and growing systems that accelerate financial stability and upward mobility for individuals and families living in or near poverty throughout the Central Indiana region. The organization partners with community stakeholders to create pathways toward economic well-being and improved quality of life, with a particular focus on addressing systemic barriers that disproportionately affect vulnerable populations. United Way of Central Indiana recognizes that racism and ethnic discriminationboth implicit and explicitpresent significant obstacles to economic opportunity and community thriving, and the organization is committed to actively opposing these barriers through its programs, advocacy, and community engagement efforts. The organization leverages its resources, influence, and convening power to advance racial and ethnic equity across Central Indiana, working to amplify the voices of all community members while demonstrating respect and fostering inclusive dialogue. United Way of Central Indiana believes that sustainable community progress requires embedding diversity and inclusion throughout its operations and initiatives, and the organization strives to maximize impact by creating an environment where the unique perspectives and creativity of individuals drive innovation in addressing poverty and inequality. While acknowledging that perfection is not achievable, United Way of Central Indiana remains committed to accelerating measurable progress toward equitable outcomes for children, individuals, and families across the region. The organization's approach centers on listening, learning, and collaborative problem-solving with community partners and residents, positioning itself as an active leader in building a Central Indiana community where all neighbors care for one another and residents of all backgrounds have genuine opportunities to achieve economic stability and upward mobility.",149487625,4,0,2,2,5
416,White's Residential and Family Services Inc.,Wabash,Indiana,Organizations,290,13,C-Tier,YES,Default,App Analytics Companies,"For over 170 years, Josiah White’s Home has been dedicated to assisting families in crisis and transition through a comprehensive continuum of services, including foster care, residential treatment, and family preservation programs. The organization offers specialized programs such as Substance Use Recovery, Sexually Harmful Behavior Recovery, and a Behavioral Treatment Program for youth. Josiah White’s is committed to supporting and training foster families, ensuring they are never alone in their challenges. Their mission is to provide hope and transformation through Christ to children, teens, and families.",562350828,2,0,4,2,5
417,Blue River Services Inc.,Corydon,Indiana,Organizations,78,12,C-Tier,YES,Default,Enterprise Contact Center; Fraud Protection,"Blue River Services, Inc. offers a variety of programs and services aimed at supporting individuals with disabilities and their families. Their offerings include employment services, residential services, child and youth services, and community resources. The company is dedicated to enhancing the quality of life for its clients through initiatives like free pre-K programs and various community events. Blue River Services, Inc. primarily serves individuals with disabilities and their families in the local community.",1155151342,4,0,2,1,5
418,BRINDLEY ENGINEERING Corp.,Lisle,Illinois,Construction,94,12,C-Tier,YES,Default,External Hard Drive,"Brindley Engineering is an industrial engineering firm that specializes in providing quality engineering solutions for complex structural maintenance issues across various industries, including oil & gas, chemicals, renewable energy, pharmaceuticals, and manufacturing. Their expertise encompasses capital projects, maintenance programs, turnarounds, reliability initiatives, and construction solutions, ensuring efficient and sustainable designs. The company emphasizes a field-forward approach, integrating practical understanding into their engineering and design processes. Brindley Engineering aims to improve existing infrastructure and embrace new technologies to drive sustainable progress in the industries they serve.",357543485,2,0,4,1,5
419,Atc Leasing,Pleasant Prairie,Wisconsin,Transportation,305,11,C-Tier,YES,Default,Fraud Protection,"Founded in 2016 and headquartered in Pleasant Prairie, Wisconsin, Active USA LLC provides medium-duty and heavy-duty truck transport services for U.S. truck manufacturers.",2642599,2,0,2,2,5
420,Fiduciary Real Estate Development Inc.,Milwaukee,Wisconsin,Real Estate,303,11,C-Tier,YES,Default,End-to-End Encryption,"Fiduciary Real Estate Development, Inc. is a fully integrated real estate investment company that specializes in designing, building, and managing apartment communities. They focus on enhancing living experiences through quality construction and property management. The company aims to enrich communities and make a positive impact while fostering a sense of belonging among its clients. Their services cater to individuals and families seeking quality housing options in various locations.",14254296,2,0,2,2,5
421,Hot-Line Freight System Inc.,West Salem,Wisconsin,Transportation,125,11,C-Tier,YES,Default,Environmental Regulations,"Hot-Line Freight System, founded in 1988, is a transportation company specializing in Less-Than-Truckload (LTL) freight services across the contiguous United States. The company offers volume LTL direct shipments with no break bulks, resulting in faster service and reduced damage risk. Hot-Line Freight System has established itself as a premier Midwest freight carrier serving South Dakota, Iowa, Illinois, Indiana, Ohio, Minnesota, and Wisconsin, while also providing nationwide shipping solutions. Their service portfolio includes standard LTL shipping, brokerage services for competitive pricing, and Hot Shot Expedited LTL Freight for time-critical shipments available 24/7. The company maintains multiple warehouses and operational facilities to support its interstate trucking services.",48482852,2,0,2,2,5
422,Indianapolis Museum of Art Inc.,Indianapolis,Indiana,Hospitality,304,11,C-Tier,YES,AI Infrastructure,Environmental Regulations,"Encompassing 152 acres of gardens and grounds, the Indianapolis Museum of Art is among the 10 oldest and largest encyclopedic art museums in the United States, and it features significant collections of African, American, Asian, European and contemporary art, as well as a newly established collection of design arts. The IMA offers visitors an expansive view of arts and culture through its collection of more than 54,000 works of art that span 5,000 years of history from across the world's continents. The collections include paintings, sculpture, furniture and design objects, prints, drawings and photographs, as well as textiles and costumes. Additionally, art, design, and nature are featured at 100 Acres: The Virginia B. Fairbanks Art & Nature Park and Oldfields-Lilly House & Gardens, an historic Country Place Era estate on the IMA grounds.",19071243,2,0,2,2,5
423,International Medical Group Inc.,Indianapolis,Indiana,Insurance,483,11,C-Tier,YES,Default,Environmental Regulations,"Since 1990, International Medical Group, headquartered in Indianapolis, Indiana, U.S.A., has provided global insurance benefits and assistance services to millions of members in almost every country. We are committed to being there for our members to provide them with Global Peace of Mind®. Our full-service approach includes 24/7 worldwide assistance, medical management services, and highly trained, multilingual customer service professionals. IMG delivers the insurance products and assistance services members need, backed by the services they want. IMG's global family of companies includes AkesoCare Management®, Global Response Ltd., and ALC Health.",147211007,2,0,2,2,5
424,Kreilkamp Group Inc.,Allenton,Wisconsin,Transportation,115,11,C-Tier,YES,Default,Enterprise Contact Center,"Kreilkamp Trucking, Inc. is a SmartWay Transport Partner specializing in the transportation of meats, cheese, spirits, and agricultural/manufacturing supplies. The company offers regional, OTR, and local trucking services primarily between the Midwest and the East Coast. They are actively recruiting Class A CDL drivers to join their team and emphasize dependability in their freight solutions. Established in 1935, Kreilkamp Trucking is committed to supply chain sustainability and delivering freight on time.",32572976,2,0,2,2,5
425,Kreilkamp Trucking,Allenton,Wisconsin,Transportation,115,11,C-Tier,YES,Default,Enterprise Contact Center,"Kreilkamp Trucking, Inc. is a SmartWay Transport Partner specializing in the transportation of meats, cheese, spirits, and agricultural/manufacturing supplies. The company offers regional, OTR, and local trucking services primarily between the Midwest and the East Coast. They are actively recruiting Class A CDL drivers to join their team and emphasize dependability in their freight solutions. Established in 1935, Kreilkamp Trucking is committed to supply chain sustainability and delivering freight on time.",32572976,2,0,2,2,5
426,Leed Selling Tools Corp.,Evansville,Indiana,Transportation,131,11,C-Tier,YES,Default,Disaster Recovery,"Leed Samples & Fulfillment specializes in the design and manufacturing of high-quality material samples, including various types of memo samples and wood samples. They offer comprehensive fulfillment services, ensuring efficient delivery of material samples and sales literature to clients. Their intended clients include businesses seeking reliable fulfillment solutions and high-quality sample production. Leed is committed to environmentally friendly practices in their production and fulfillment processes.",70141280,2,0,2,2,5
427,Markey's Audio/Visual Inc.,Indianapolis,Indiana,Retail,320,11,C-Tier,YES,Default,,"Markey's is an event technology expert specializing in video, lighting, audio, and livestreaming solutions for live events. The company assists clients in creating defining experiences for virtual, hybrid, or in-person events, guiding them from concept to completion while managing all technological aspects. Markey's aims to be a trusted partner in delivering high-quality, seamless event experiences, catering to a diverse clientele that requires industry-leading equipment and support. Their impressive portfolio includes collaborations with prominent organizations like the Indianapolis Colts and JW Marriott, showcasing their commitment to exceptional service and customer satisfaction.",72942515,0,0,4,2,5
428,Much Shelist Freed Denenberg,Chicago,Illinois,Law Firms & Legal Services,189,11,C-Tier,,Default,Clustering; Fraud Protection,"Much Shelist is a Chicago-based full-service business law firm with an office in Irvine, CA. Founded in 1970, Much Shelist has nearly 100 attorneys. The firm offers services in a wide range of practice areas, including corporate law; mergers and acquisitions; private equity; venture capital and emerging growth companies; commercial finance; taxation and business planning; labor and employment; commercial real estate and construction; business litigation and dispute resolution; insurance coverage and risk management; intellectual property and technology; health care law; and wealth transfer and succession planning.",45908576,4,0,0,2,5
429,Segal Mccambridge Singer & Mahoney Ltd.,Chicago,Illinois,Law Firms & Legal Services,373,11,C-Tier,,Default,Disaster Recovery; Environmental Regulations,"Founded in 1986 and headquarterd in Chicago, Illinois, Segal McCambridge Singer & Mahoney is a law firm with several locations practicing in areas such as appellate, commercial, construction, environmental, insurance, labor and employment, liability, toxic tort and hazardous substances, transportation, and warranty practice.",60063963,4,0,0,2,5
430,Black Ensemble Theater,Chicago,Illinois,Hospitality,27,10,C-Tier,YES,AI Infrastructure,,"Black Ensemble Theater and Cultural Center produces high-caliber theatrical productions and offers community outreach through the arts. The organization provides training opportunities in theatrical and technical theater for youth. Its initiatives include plays with a purpose, summer job training, and support for black playwrights. The intended clients include local communities, youth, and supporters of the arts.",4866651,0,0,4,1,5
431,Columbia Pipe and Supply Company,Chicago,Illinois,Retail,714,10,C-Tier,YES,Default,,"Established in 1935 and headquartered in Chicago, Illinois, Columbia Pipe & Supply Co. provides a range of products, services and solutions for piping needs.",26546554,0,0,2,3,5
432,Dearborn County Hospital,Lawrenceburg,Indiana,Organizations,505,10,C-Tier,YES,Default,,"The Dearborn Community Foundation, Inc. (DCF) is dedicated to building philanthropic resources within the community since its inception in 1997. It facilitates the creation of permanently endowed funds to address charitable needs both now and in the future. DCF connects individuals with their charitable interests and community needs, while also providing opportunities for scholarships and grants. The foundation aims to enhance the quality of life in Dearborn County by advancing cultural, educational, and social opportunities.",77023185,0,0,2,3,5
433,Hendricks Holding Company Inc.,Beloit,Wisconsin,Holding Companies & Conglomerates,738,10,C-Tier,YES,Default,,"Hendricks Holding Co., Inc. (HHC) is a private holding company that invests in and oversees a diverse portfolio of financially strong and sustainable companies. The company is dedicated to supporting businesses that embody the American dream, emphasizing hard work and community contribution. HHC provides resources to help its portfolio companies achieve their business goals and deliver top-tier services within their industries. Their intended clients include a variety of companies seeking investment and operational support.",345967992,0,0,2,3,5
434,Resource Bancshares Inc.,Columbia,South Carolina,Real Estate,23,10,C-Tier,YES,Default,Capacity Planning,"RBMG Groupe is a real estate company that handles two main services in the Paris area. Their business transactions team helps property owners buy and sell commercial spaces, working across Paris and Hauts-de-Seine. The property management side takes care of everything from managing apartment buildings to handling commercial and residential properties, making sure each asset runs smoothly for their clients.",89868230,2,0,2,1,5
435,Revere Electric Supply Co,Mokena,Illinois,Retail,500,10,C-Tier,YES,Default,,"Revere Electric Supply is a fourth-generation, family-owned electrical and automation solutions distributor headquartered in Mokena, Illinois. Founded in 1919, the company serves the industrial automation and electrical construction markets across Northern and Central Illinois and Southeast Wisconsin. Revere operates multiple branch locations throughout the region and offers a broad range of products and services including factory automation, process automation, motion control, mechatronics, machine safety, lighting design, switchgear, and inventory management solutions. The company has been a Rockwell Automation franchised distributor since 1935 and provides application engineering expertise to deliver customizable solutions across a wide variety of industrial applications. Revere Electric also operates subsidiaries including Holt Electric, Complete Industrial, and BJ Electric, collectively supporting both industrial and electrical construction customers throughout the greater Midwest.",15191608,0,0,2,3,5
436,Venturedyne Ltd.,Pewaukee,Wisconsin,Holding Companies & Conglomerates,592,10,C-Tier,,Default,,"Venturedyne Ltd provides environmental testing services. The Company offers test system integration, screening, simulation equipment, magnetic separators, sweepers, and dust collector systems. As a holding company, Venturedyne owns and manages Thermorton, Boyd Power Press, Carnes, Scientific Dust Collectors, dings, Climet, and Advanced Detection Systems",353932647,0,0,2,3,5
437,Adler Planetarium,Chicago,Illinois,Hospitality,243,9,C-Tier,YES,AI Infrastructure,,"Adler Planetarium, located in Chicago, is America's first planetarium and serves as a premier resource for inspiring future space explorers. The planetarium offers a variety of exhibits, sky shows, and educational programs for all ages, including school field trips and teen workshops. It aims to engage the community through hands-on activities, immersive experiences, and online resources related to space science and astronomy. Adler Planetarium also provides opportunities for group visits, venue rentals, and donations to support its mission.",1034279,0,0,2,2,5
438,Anacostia Rail Holdings Company,Chicago,Illinois,Transportation,200,9,C-Tier,YES,Default,,Anacostia Rail Holdings is a holding company for operating short line railroads and related transportation equipment and services firms. Its subsidiaries are dedicated to providing outstanding customer service in a safe manner.Anacostia is one of the leaders in the development of modern short line railroads.,5821666,0,0,2,2,5
439,Beaver Visitec International Inc.,Abingdon,Oxfordshire,Retail,255,9,C-Tier,YES,Default,,"Beaver Visitec International is a company that operates in the Home Improvement & Hardware Retail industry. It employs 250to499 people and has 10Mto25M of revenue. The company is headquartered in Abingdon, Oxfordshire, United Kingdom.",1157463898,0,0,2,2,5
440,Blitt & Gaines PC,Vernon Hills,Illinois,Law Firms & Legal Services,278,9,C-Tier,YES,Default,,"Blitt and Gaines, P.C. is a full-service collections law firm that specializes in legal collections, creditor bankruptcy representation, consumer litigation, and commercial litigation. The firm is committed to providing best-in-class representation while ensuring compliance with laws governing debt collection, including the Fair Debt Collection Practices Act. Their services are designed for clients seeking ethical and effective resolution of debt-related matters. Blitt and Gaines prioritizes treating customers with dignity and respect throughout the collections process.",14765191,0,0,2,2,5
